geneName	LogFC	pvalue
CHAD	1.564606724474374	2.2260571760905768e-10
S6A14	-1.1085296223016217	1.3450445574496302e-29
AUTS2	0.8814652709936311	3.177036970449694e-7
TCO1	-1.3942723170673412	4.585259399874149e-23
CALD1	1.2408280015279425	1.7162271722154294e-17
ID4	1.218601883397357	5.371817478391319e-25
DDX6	-0.810643635372248	9.766702443573036e-5
PACN3	0.9824284161443215	1.2527607833605918e-8
CD276	1.2108412759958482	1.1007116518527544e-7
KCMB3	1.2358442983070874	8.676313149836933e-5
GLNA	-0.9336372662514052	1.8097586924121995e-27
EMIL1	0.8513178434749532	6.839058522304109e-13
IGL1	-1.1281856580537597	5.072099949183878e-5
ATP9A	-1.1886310502167052	1.0003967870951109e-8
DLX4B	0.7725278564458878	1.350841531521536e-118
TGM2	-1.0927943530105129	9.3571856345114e-32
UCP2	-0.910358323734993	6.46520876889308e-13
OVOL1	-0.8770730021272405	1.5290656965430586e-18
ADT1	3.7723216721496935	7.095152581298262e-17
BAMBI	0.7906171584394829	6.958241596787157e-19
GA45A	-0.8985661173280162	6.194934995343851e-13
GRIP1	1.2137823029898782	1.857889932877903e-5
PHTF2	0.9106019585764812	3.589366891862372e-35
TMPS9	-1.0866211416501035	5.931634053449581e-56
PDLI2	-0.9775015514436364	2.235034646586596e-25
VATB	1.244422848797625	4.13994458478367e-4
CPLX2	-0.9246255747617278	1.5048747918867828e-6
TSN1	-1.0200681370463887	4.659546838545268e-16
CSPG5	-2.756475616626653	5.3971254774707426e-27
PLTP	1.9197782795674299	2.9483272597918528e-15
CSDC2	-1.5197245400633608	6.131966066944434e-5
ES8L2	-0.9367781283014613	1.3017205711568593e-8
CXG1	1.272767035586907	4.059584959940999e-29
LDLR1	-0.8503441367775282	8.858044155007745e-9
TICN3	1.5361627686770858	1.1041093955062978e-5
CAH7	1.5968389587848932	1.7115864782976838e-50
ELN	-0.8373126200750237	4.447227288923479e-14
IFI6	-0.9886758787672849	2.6470286346768947e-17
TS1R1	-2.1310420882814096	1.4976457008715143e-7
CCL20	-0.8072240450267274	2.3428887584639238e-4
EVPL	-1.2492293646592958	5.044248779329773e-53
RAB7B	-1.1140906810414932	9.082888961238128e-14
K2012	-0.8376859172196469	2.0419249744325836e-16
ENOA	0.9853049767532424	3.2122019321809514e-32
DLX2A	0.9578378664213767	6.120328575171662e-24
RN128	-1.035514403764029	7.183175816898343e-28
LIMA1	1.3827875710315147	1.0268936834972834e-4
TOX	1.1580637475608768	1.4534676122012072e-8
PERT	-1.6024562236378737	5.381271027942584e-30
ACER1	-1.683455302601294	3.554429079458555e-18
CPEB3	-1.249140078004167	5.108951325659886e-5
BCAP	-1.066443031144437	2.2533583755655183e-14
ERBB4	-1.3959668873226696	1.8300295183203776e-10
PKHF1	-1.0334866099685585	7.541841643090823e-27
DKK4	1.3765380228926287	1.3320763369727387e-4
PRM1A	0.9760971246374399	9.213310820054676e-4
ARAP2	-1.336553101298134	3.394676815501065e-9
MEDAG	-0.9775253649110137	6.427695785226388e-40
ERN1	-0.8558049235030382	3.4714158100434774e-25
VTCN1	-0.8469782319298875	5.259515364969072e-37
PDIA1	-3.434946147439515	3.7213334323343237e-4
RENI	3.0354018150260322	1.25100376686617e-14
CBLN1	2.6531452505400077	1.0258028306897792e-36
TM238	-0.8511575815387115	4.799103627819473e-7
PIRT	-1.3906213982047926	7.639333005442764e-7
ANF1	2.187633298247609	1.2896783798085805e-12
GRM7	1.621265035216139	1.0758206127023268e-7
RAIN	1.3963295253985952	1.8876429084662367e-6
PCKGM	-0.828045466898792	3.827800464982426e-11
TMEM9	1.612491475682277	4.789274289128942e-23
TSP4	1.936363843962231	2.7945921385687497e-21
CO6A6	-0.8995315408117885	1.2930512387101846e-14
A33	-0.8300271328963172	3.7028641550138524e-8
LORF2	-1.1062804488693398	1.1798356718554019e-5
FAT1	0.7573773054061007	3.141244382694753e-33
MYOME	-1.0282427284135527	2.5552323181457853e-50
NRCAM	0.9973285393325484	4.13317960762688e-4
41	0.9116291075413928	2.9178968500773614e-19
MSLNL	-1.030053413006296	1.034232341787109e-35
KCNK1	-1.1811612334400927	6.261141388754676e-17
S12A8	-1.4410220639467697	7.083165432935372e-18
IRX4	-1.44325701266762	7.930004601635055e-17
CF157	0.8677766918856475	3.7310112475409316e-8
INHBB	1.2920456312393378	2.905933562120262e-20
RAD	1.272996307231905	2.590643451920127e-4
CD9	-0.8281046309393039	1.4661225131836304e-46
CAV2	4.176389351199387	1.9874464017310867e-9
S17A9	-0.8471752427426827	1.6333616702903762e-18
TBX15	2.356682643739615	3.9622564526288374e-6
ACTN3	4.229288782922286	2.0251882343398934e-14
IGF2	0.9465304793106274	1.9232221086615194e-4
CD83	-1.440286239545646	4.1500996015290343e-13
KCNS2	0.9124400019582333	6.59779953623503e-8
M3KCL	3.0109227329365815	1.1624752239333864e-4
RBP	1.2163992346782881	2.9971699157309574e-5
SARDH	0.841036639889095	1.341652455199171e-7
DREB	0.993928849704773	1.231293101720761e-18
HBEGF	-1.1061006540853646	5.740486380599548e-20
TMM79	1.4084100473540286	9.350557048929588e-4
CXAR	-0.845829000625594	5.7310085327578755e-27
BSPRY	-2.3449719527846886	1.9300551357505528e-5
LDHA	0.9258281328465642	3.8189945631908064e-28
C1QA	1.2864434280223753	1.7319622150502546e-22
TNR19	1.6890744048611983	3.3591221321174924e-96
HAAF	2.1246817590347047	7.631648601871755e-4
EMIL3	1.0449280822021274	4.754612236235745e-8
IL8	-1.026481587723665	1.1701525432547972e-9
EF1A2	3.043542682129068	9.431510429469156e-22
RGPA2	-1.0145880567595458	3.1382117842419197e-4
UPK3A	-0.8184270113413666	1.8988962835255444e-41
BHMT1	2.5560527101013975	2.203313684033444e-13
MMRN1	1.1664796053504054	8.123889352902689e-15
NFIL3	1.344180567968881	1.2619792088002572e-18
S26A2	3.473539619761869	2.3665713219756575e-268
FUT2	-1.286891629709892	1.1533528131338199e-39
FAM3C	-1.353123501406986	3.679966967604598e-43
SEM3A	0.9008177084249899	8.8416963136874565e-16
LORF2	2.208914127378167	6.785700363191159e-4
PTPRH	-0.991547351318054	3.510571494417564e-5
NPNT	0.8298835865710401	8.250434962137588e-12
EGFL6	1.4696059223615745	1.1120787334665924e-26
NPNT	0.8126882838497904	1.844673459798706e-21
TIE2	1.5058572494960902	1.9652059597103745e-8
GOLP3	-0.8653408131810009	3.3105082988787805e-24
IFIT5	-1.2271153322633046	5.60669220114185e-7
STC1	2.3767929839803803	4.3205199712145186e-11
PGBM	0.8127575970461163	2.1222407233127484e-14
B4GT4	-1.1193446944202112	2.767401439553383e-10
GP2	-0.8418178797652213	8.330243438919104e-33
CO4A1	0.9429897810002928	2.527007244851101e-34
HUMMR	-0.862712389513057	1.2535428824952743e-13
SLIT3	1.4763657543677213	5.925900482265665e-82
NADK	-0.7642734943823299	1.3638013287608565e-5
TRI46	1.4648241867502778	2.4000509970393728e-4
FA83B	-0.8131016630783662	3.8034253838056646e-21
S12A4	0.8394058298301352	5.442461004517609e-29
CGT	1.9450074128738066	6.560478190898532e-8
SDK2	1.0999738100391165	7.387433385553865e-5
SSUH2	0.7853360966003986	4.86367605866729e-4
OLFM4	-1.0568170965224968	4.2176732990537755e-31
SYNP2	0.9147460545893752	7.315357574086646e-6
STBD1	-0.7752865299364966	2.6926300589372335e-36
HB2D	-1.5737917745719527	7.875452084692976e-6
F110B	0.9781414216553284	6.492434967505349e-13
RAI3	-0.8382728248118759	1.3200856220630455e-13
NKD1	1.2365323857209025	1.8762682408029858e-9
STX11	-0.8988813540851818	2.3753391469992772e-5
S13A2	1.7884379160353943	3.1584729781482253e-31
S13A2	2.0667722505762702	8.268538981803773e-31
FGF3	2.341013655294744	7.162839421304698e-42
HBB	0.7547335479943964	7.807772568871105e-7
FGF10	1.2576620647735406	2.3426022596818708e-8
PCD10	1.3095806566263388	4.3204578114385334e-6
TUTLA	1.2903735619887309	1.345246365762392e-8
CAV1	2.8539426164203587	9.832837526688843e-16
S35A2	-0.9562976814995225	4.969161015437377e-46
MAP9	1.4187479702565258	2.9384104743283815e-5
MYOZ1	5.175396585815743	7.498531970981854e-5
ALKL2	1.5427403590082827	1.5202523528072962e-5
KLH41	2.706309744364046	3.351390664336944e-16
S45A3	-1.0161346068918578	5.420223196532575e-8
COAA1	-1.0346991265661487	0
RIPL1	-0.75154547141702	5.521684706108998e-4
ZA2G	-1.079646951604874	6.96903776881149e-52
FBLN7	1.4522096312239683	8.095849387262534e-9
RB39B	0.9568518933881116	3.9728321752304413e-4
A33	-1.382190759725715	1.3811031542582518e-13
LYPD6	1.937121199873812	3.027649871953588e-12
F16P1	-1.0394447084312712	2.1217167090171481e-19
CD3G	-1.0756502189384491	3.54110187865329e-4
FGRL1	1.0250139169309005	8.976281935995804e-11
LRC20	0.9583318927393222	3.3417606085334785e-4
ACKR4	0.7751025727193808	5.182478879537989e-23
ANXA3	2.8800404075474404	2.5079892514000565e-166
CD63	-0.8636583136925459	4.40940322785952e-39
FGF13	-0.8633769890515395	2.445841981989315e-7
RBM47	-0.9201888116231357	3.403960541710369e-62
TDR15	-0.9156602429716801	2.7578191441217217e-8
MSH4	1.2499752347709703	3.4815266074306185e-6
FREM1	1.1020938403721408	4.286887629371876e-25
HMX2	-1.222017247916284	3.284184079972105e-5
HMX3	-1.2518748027087843	2.6222202689780024e-06
ASB17	1.1985720816838887	7.58634695254367e-4
MYH4	5.828669048176913	3.8097368985772266e-5
PK3CG	-1.4927660777903988	2.641926981958066e-11
AT1A2	1.5809150772406904	3.254410877027029e-13
HEBP2	-1.6409273767498525	4.0017968068616583e-185
SPIT1	-0.8104007173263357	7.902344078064805e-24
TFR1	-1.5269182407917008	1.3932905072754886e-6
ACBG2	-1.0759376978588755	7.302009335604202e-18
ELF5	-1.8041204254647774	1.2867279896253131e-23
ARLY	-0.8332169967298025	3.835349450513037e-56
ECE2	1.1501349385820219	2.2341186775240313e-23
YV023	-2.660542610861178	7.282646605058603e-10
CCD68	-1.3329890089497838	1.2511532723525742e-15
PDCD4	-0.8134816779978252	7.551441222268108e-31
IFT1B	-1.4068300369955238	9.391580525852918e-5
AGRG6	-1.1480908299896746	6.81566982666703e-27
UN5BA	1.0137028023842485	1.572019428676551e-48
LIN1	1.3774968324512815	2.472223788234216e-6
S15A1	-1.663212769377149	8.568845695885938e-28
IGL1	-2.011648174322695	8.885357196985179e-4
RSPO3	1.809688434024543	5.107949681700103e-40
COMTB	0.9102572913836099	4.500937620662709e-8
CTL4	-1.6389340585762604	2.025688021932351e-37
FXA1A	-0.8256983131811598	1.8606537138333637e-65
FOXA2	1.6432701057256616	6.736157436890577e-71
A33	-1.4039657586334497	7.599729436021184e-10
KCRM	4.347990822421044	4.4418981559254754e-7
NUA4L	1.1437087131584673	6.807596702479553e-22
HS3S1	1.1284343991551058	8.501994673814841e-38
CD83	-1.1493957869399802	3.3509301089065756e-5
CPMD8	0.803160101748473	7.033625135875038e-14
TMPS6	-0.8934521821449084	6.254634043513612e-10
HIP1R	-1.3784111155974874	9.706922022963464e-34
TS1R3	-3.327316665832559	8.088530799047004e-5
S38A8	1.98538227794341	6.384671749446472e-4
SCUB1	1.4986456004149917	3.1099802883337326e-31
Z585A	1.1279952286771087	5.114592530535165e-5
EPHA4	1.2786423255558128	9.1324345400692e-23
EPHB3	0.9093884917024908	2.9454115228299545e-13
LORF2	1.294151926449077	5.1646607935946555e-6
LPAR3	-0.8570622020398095	1.8624078088787694e-9
AAAD	-1.0052405839975507	7.485851384565599e-5
KLF7	-0.7871257439255842	6.669691111847804e-4
I20RA	-0.8700669403454829	3.830179180365937e-13
GTR10	0.8507418278216351	1.161799880799427e-14
CHADL	0.8678601595690519	1.877722058869533e-4
CADM1	0.7988213006813774	1.479832548778081e-43
LYPA1	0.8573654111302078	1.6874287865232178e-12
PI2R	-1.0095272139832678	6.147559114698767e-11
DS13B	4.803544724394347	8.1626682487588e-11
GHC2	0.7711673275203607	5.998034725678447e-44
A2MG	2.1956890530563795	4.574292383001426e-12
T132C	1.0019133287840556	3.1540104939448307e-7
IRX6	-3.1394412197253194	2.4242434797905325e-16
DEGS2	-1.2931003336981097	2.7501322915020704e-54
LMO3	1.9225533477284822	4.78866678297059e-25
ADML	1.3030901129875065	6.598154000952262e-7
RALY	0.8846476587912303	1.4661261425752541e-9
TBA3	-1.0881718895563446	6.609509574034698e-20
LIPH	1.7162605745513537	4.5771056681064025e-10
TITIN	3.998416923256539	2.110326989799537e-6
RN208	-1.9902388444367538	7.021584146524311e-7
ST17A	-0.8301098966513436	2.538122267487458e-43
ADA2C	1.8395510229490122	2.6082418592925266e-8
SIA4B	1.9180085504930537	4.7973276877755485e-8
SEPT9	0.7528960919379644	2.926876369606915e-6
NUD15	1.723887277911653	1.5365547255423232e-18
FLNC	1.291296735777218	2.0533713982026755e-4
FLNC	1.4309682332285232	3.8841109372182185e-7
TNF15	-0.792409432526754	9.199976355436257e-4
BAT1	2.4547677249522692	5.745248079672456e-6
FBN2	0.8704435837430538	2.6906564224295007e-17
ANKHB	1.3757202139234588	7.399807304202261e-13
ADCY8	2.8072518708977316	7.1161292629536464e-6
GGH	-1.3542885976557482	1.0785747517576545e-15
ITLN1	-0.8280595724035525	1.6298167087175784e-51
LDB3	4.725609714322516	7.066359109944645e-5
OXDD	-1.1068162609403034	2.964749116684645e-7
VEGFA	1.5299544397033034	7.485438048190713e-9
KMT2D	-2.303065438571293	5.104801598318911e-12
NOD1	-2.5542944520881274	6.58373831469488e-4
C1GLT	-0.8990308793169909	6.915846239320173e-15
MUC1	-1.0770841034868686	1.972865914546076e-32
CP26A	0.9598533887882729	3.748367196588905e-15
LIN1	-0.9680256121762668	9.201688159377193e-15
VGP	0.7763387219037211	1.10115562254511e-31
CMTR2	-1.3619508002113496	2.5418924348624427e-21
TMPSD	-1.23136965156034	5.279595038139038e-26
FBLN1	1.490515685067659	2.503326602173948e-20
ENPP2	1.477543517184958	2.2001413270870247e-15
CP1A1	1.1588674213919892	1.3027072531550542e-19
NEUL1	-1.3746087213940468	8.636831361119012e-19
TNNT3	4.229637514278597	5.410735566965525e-7
LGI1	1.2687951803651312	2.7002410906154967e-9
SGPP2	-1.4318042741287897	6.792757602145882e-23
ANXA2	-0.8502175067481615	5.0765139537210495e-67
K118B	-2.450706870543349	2.874163908543447e-45
NIPA2	-1.4306444942211463	2.265820594563914e-13
AGR2	-0.8210536101848558	5.122655496441107e-70
NKD2	0.9217282262600635	6.339539484703302e-10
STAC	0.941681144336247	1.0392016442561274e-4
KCNJ5	1.6757299981570035	7.061312714733981e-12
EHF	-1.2306696661535153	1.1965094405192436e-23
TFR2	0.9171956593372554	3.486342404983066e-5
HMR1	-1.2453681474006377	6.444888532918097e-47
MPZL2	1.628266520126441	1.5039471250304252e-4
PPIA	0.9003235484883714	2.8021083371350126e-64
A33	-0.8098778894796188	7.407487467975472e-13
FBN2	-1.7829342426112669	1.8296000655593977e-14
CLTR1	-1.0982351950715676	1.1410094654870557e-12
KCNN3	1.1684182910289242	2.51095872505138e-4
NXPE3	0.8058424760311184	2.917238040641317e-15
AGRL4	1.7732568190702327	1.3993312037325184e-7
TTC28	0.8969745681855147	8.980989576489872e-5
TXLNB	3.462770685250752	6.195806186822707e-7
AA1R	-1.1428160459412884	8.060703816471468e-5
LBH	-0.8843183715429848	1.668381247449695e-4
G6PC	-0.8452994662787008	7.40936315990842e-4
ESYT3	-1.088008455589505	4.237020010162363e-23
SCMH1	0.869133229110264	8.154189529064962e-7
PSD13	1.0695723329500069	7.773280975817815e-8
AGRG2	-1.3034684342770189	3.3166161452236084e-28
LORF2	-1.3293139450187135	1.9247510288719275e-4
GP160	-1.2971975264532987	2.1753368186624874e-10
GCNT2	-0.8415108287605557	4.502687920450919e-21
POLY	-1.581704638904829	9.041830688760004e-4
MYPC1	3.611250534287674	1.2544900190431818e-5
MANS1	-0.9913287595219663	5.4113750230985156e-15
SMYD1	4.697952433702633	5.572824669802517e-7
SMYD1	4.710159075114424	3.4908515783791733e-4
RPH3L	-0.7888622373236411	1.2968844091476068e-8
CALX	0.989600052453839	7.10331241818626e-14
NRAP	1.6913419526130444	4.807480389581128e-4
SARG	-1.219986250205239	1.114885919713828e-44
BCAS3	-0.9245651186475451	1.21883165594947e-6
KCNK1	-1.4995335226660493	1.9455003953643248e-19
NUAK2	-1.295708806825619	3.798127829982883e-11
LRRF2	-1.1004696562531158	5.628582612604794e-10
CASPE	-1.833931086153494	1.1937120858509462e-43
AKD1B	-0.9848184730616685	4.412255720089144e-14
RHG27	-0.8866843784810794	3.8482869109212996e-27
STON1	0.8200230960171883	3.242641237060387e-7
VGLL1	-1.1766332366091445	7.939979137538102e-21
UROM	-1.1120891815838156	4.0433097090650336e-11
COQ8A	-1.0338129947651886	2.3401050204564773e-6
RBPS2	0.8332282037236419	1.6361654504367523e-6
SHH	3.0630229474300976	3.7656459668203134e-45
SOBP	0.8520156715350429	1.2153677736678889e-12
FOXL2	1.390667105379099	1.7624542304085647e-4
AT2A1	5.158339964484499	9.613616207043653e-12
NOS	-2.338138681508166	1.342682088590312e-10
LHPL6	1.0707310797037695	1.1518375455923917e-31
ANDR	0.877438254225401	4.617105610597638e-6
MXRA5	1.8226407018480115	3.641446496489976e-11
GBX2	2.896583241899628	3.554944927259065e-22
CK052	-1.1145834563674673	2.825992306224498e-17
PKHS1	-1.25842639018752	3.3829189107476063e-7
RN225	-0.9210517454838575	2.930778043541041e-42
CBPA1	0.7634172129146124	3.223686613722195e-47
TRPV3	-0.9982401139091626	6.934820920733765e-21
KLF4	-0.8706768831284688	1.802515358679632e-48
NUDT4	0.9984636604483711	6.922099529269391e-16
A4GCT	-1.0633971309056742	3.753563894971401e-40
5NT1A	0.8429029006268355	1.698033945592889e-17
CLD23	-0.9569811533283415	1.3295992332314876e-58
RND2	-0.7597705789031496	3.5858484079023322e-34
TAC2N	-1.2514218141631	5.096261609451582e-26
COEA1	0.7553663222704913	1.0326960936823135e-15
TM182	1.8542290312378433	4.956556962008406e-6
CALCB	0.8257074687092248	7.540003664474346e-9
CATL1	-0.7822141961098135	3.353243225199206e-29
WDR47	0.9891117542300075	7.632484659152763e-10
APLP2	0.8123039481390364	1.9630428052242628e-48
OTOAN	-0.9433286097421762	4.5429602759100456e-27
ANKK1	-1.1436396157720536	3.8189945631908064e-28
WFDC3	1.706599674093822	4.6744407880824906e-11
HA2B	-1.4905125617391126	4.585193732513619e-5
ZN208	-0.7565071313139299	7.496387826377049e-6
NDKA	4.670359271136398	1.7480787422866366e-6
CANT1	-1.06681037907897	3.1093087977051577e-18
CO6A3	-1.4226625035397833	2.9971699157309574e-5
EPGN	-0.9614623606292876	6.395747811519417e-15
OTOP3	-0.764546246090155	3.9375475207478007e-4
K1522	-0.8595743026987148	1.3858083100054997e-4
RASD1	1.4001253986852842	7.441039139905847e-4
TWF2	0.8570937300607946	8.379531120568616e-5
TIAM2	1.3795252744668454	4.405244685179767e-28
PA2G3	2.7072453153273632	6.101109746115577e-9
TEN2	1.2523685535229858	1.0455538109064317e-8
FEL	-0.8622161882098107	4.6398460167098915e-31
SH3R3	1.0357573141150969	2.159184004017911e-6
RIMB2	0.9710453841829775	1.682275704742912e-28
ELF3	-1.5639592208963193	5.382989666087699e-23
ELF3	-0.8707843619304273	2.1377945457284977e-29
NEXMI	0.8792927977195789	1.4614963142710363e-8
PARPT	-1.1096874219616222	4.1421096371749587e-4
UPAR	-2.352826979133781	3.7102344300269134e-5
CLD4	-1.199326870925589	4.201333701601315e-27
DESM	4.656462915318701	1.0362737324709007e-4
CO1A2	0.8757212490476849	1.0960399339310239e-30
GLSK	-1.745097023917537	5.111581894595036e-5
RSLBB	1.169762788500561	2.53757475764175e-6
SYTL1	-0.7745368281302413	2.5759025916104304e-7
HEXB	-1.099837878980877	1.2310150143893059e-45
EFHC1	0.8798040696245346	3.793929990268605e-5
ALK	2.1937971389495985	5.971957773857343e-8
LAMA1	1.2574916726937158	5.582028228283019e-8
COT2	0.8833375556278263	1.925260944467632e-49
N2F1A	1.1606322729115637	1.3844157287800562e-21
DOXA2	-0.9016172886945272	2.520417199459097e-39
TRI39	-1.398170815681313	4.879514850616243e-15
STYK1	-0.978966164368675	2.439026093692563e-36
LORF2	-2.6545193023377736	7.507657465869226e-4
KV13	-1.2380475802420308	9.371493592235444e-8
AHNK	-2.2233347242233807	1.365275887982301e-5
IBP2	0.8703927479739971	1.5155412036500074e-19
NET4	1.1383148585634857	6.004272812555371e-4
FBLN5	1.033163372431936	1.7209690237951768e-8
TECTA	2.123864270530114	7.196431593950541e-17
LRC19	-1.1067641703314381	1.9614674652960444e-12
CMPK2	-0.8787191374254657	6.978465854564465e-21
CCN1	1.2905266239419155	6.79738593012572e-4
GAS6	1.0723645906900494	9.421406784148896e-16
HIC1	1.2187396656967566	3.873188475022915e-6
MGP	1.4839077970145615	2.8161059509101816e-9
S14L2	-1.01825051804194	1.2078924838607715e-8
TECTA	-1.504701074792189	1.0025019071535467e-11
S27A6	0.8815996110766828	3.745137241287135e-11
FOXR1	-1.1605187867110351	1.0484583816195692e-8
LPAR6	1.5314311176205895	3.1549526182104215e-9
P2RY4	-1.3103970779979366	4.424044713195877e-9
STA10	-1.055584389042011	8.815529560775865e-31
GBP1	-0.9382758624404377	5.904602839712983e-17
PRSS8	-1.1678581130323082	4.0217293493679214e-32
TNF14	-0.7740490993817923	1.0658914652074721e-4
TSEAR	-1.0325995169228999	1.2310296461136638e-4
LIAT1	-1.8483694519372205	1.585672145404498e-6
MPSF	4.913717044900557	8.997851645200441e-12
NRAM1	-1.0077182422722337	6.383664482170972e-5
LAMA2	1.4107781298933526	3.907454264960625e-49
T132A	1.4889147891089611	2.1985701050460836e-7
F166B	-1.055514467528234	2.842230830817163e-6
TMM52	-0.8953606756667034	1.960097533713531e-68
RAB15	0.9103938217820776	3.9266383387710215e-4
GDAP1	1.3046235992013038	4.1017723278070513e-7
PA2GX	-4.599059450536808	1.325379275772228e-22
TMM88	2.740444043508826	4.985701484952211e-11
ENDOU	1.0927081846573583	1.639261455397086e-64
CRBG3	-1.0348432771882836	2.5853293564008427e-27
FBLN4	0.8521519528375806	7.673082217132239e-41
CXB7	-0.9968488191271971	1.3412679984826635e-13
FGFR3	-1.1603024351834683	3.6755608201635457e-10
LITAF	-1.3638741964404508	2.885577953047804e-5
MAP1B	-1.523080571418364	1.0683396175927986e-9
SC5A8	-1.2103209647419875	7.893564009791286e-16
SHRM2	-1.0860374890922715	3.741278080242009e-12
S43A3	-2.1942229045160575	1.7850926360800005e-4
SPDLY	0.9990069036561154	8.027596013217839e-16
TRPV3	-1.37157421174133	2.5835098698128073e-9
LAMA5	1.9272120348311805	1.8624379752437278e-108
SAPC2	0.9715456995112087	3.31952743678082e-10
BAMBI	1.086521648014073	1.617319942562933e-66
LGR6	1.2938144426951155	2.1291306181669742e-16
GPR39	-0.8737984699469071	2.8064848068149246e-9
FZD8	1.0281769226311819	1.3771828866606273e-8
DMTA2	1.477650153337371	3.2744436304299385e-53
CPXM2	0.9308182280081435	3.775242078656173e-26
MSD2	1.713485796592824	1.8006524025157927e-4
CD22	-0.7864705058949868	7.930317245741462e-9
HEY1	1.0382857630490185	5.605830315705699e-34
NBEL1	-0.8404150976678703	1.4211203235547197e-6
AT2A3	-1.1544636982507406	3.2069738418854753e-47
RAP1B	0.8401192394039266	1.749059684903713e-16
SCUB3	-1.2052547347887361	4.1012579439189496e-39
UPAR	-1.4953496167751217	1.0499330500456287e-12
G6PE	-1.2190236431922463	4.2668528119141417e-4
HMCN1	1.8257756828843879	2.5416947834891175e-8
NPDC1	-1.039236354293261	1.7209480483707758e-49
RASF9	2.4814865716591044	5.348494715121976e-8
ADML	1.5095164932658234	3.39226111903425e-32
TLC3B	-1.5617548800937555	3.144996316963822e-13
HIPL1	1.1628200696638336	4.2816805481624186e-17
TNAP2	-0.9002738819626295	8.051494835599306e-18
SEM6A	1.9690656791543946	3.7944237418082375e-59
SFRP3	1.7438047454750312	9.993730285041127e-19
CO4A2	1.6066916807821554	5.864444224903373e-22
PA2A	1.1646579854698353	4.449268105530313e-7
PTX3	1.0737951223659334	2.598166455058054e-5
RHOG	-0.7809832567376712	2.7739087427996706e-36
LORF2	-1.3238378783725366	5.95616572135032e-4
AP1M1	-0.9659971818325161	1.4228166784961366e-10
MF6LB	-1.5105516430332853	2.7714057800460238e-8
SPY4	1.1321268697642903	5.116440551748886e-5
RET4	1.0300916329871845	2.685451939429344e-7
PK3CG	-0.9430430141970406	5.7721686373674346e-5
LFG3	-0.7881861282434914	3.826885538872598e-5
NALP5	-1.0004052388108193	4.0111541072082485e-9
PRDX6	-0.8093710183304272	2.7232202451443638e-45
K132L	-1.0089301384165457	1.9693260433596283e-63
WNT11	1.8527140227802976	2.8240462959390186e-26
KALM	0.9437681884643425	1.4689713408535026e-8
MYH4	6.463958441138982	1.0626180401904385e-8
S6A15	1.4481152709265035	3.118443903728119e-11
VIPR2	1.2184876496455794	2.5823706772282326e-7
BORG1	-1.5733952249805876	4.3616123992439556e-5
S26A4	-1.043185277383547	7.357109882753932e-34
MAL	-1.3022759276697	6.25338111538774e-76
EDEM3	-1.1435379398684702	1.8244222496940424e-4
UPAR	-0.8907181678105022	9.201465894214644e-34
RSPO2	3.287749122734383	1.558289283225596e-22
SMYD3	1.1171667273906385	2.6627054646037954e-6
KANK1	1.2911021029307008	8.914560640038033e-8
PDGFA	0.9611582598918516	2.308300597258884e-22
ARH37	-1.1966591735700223	3.1915299279927977e-7
ZN239	-1.1138300250767512	9.986413263732528e-6
KALRN	-1.0499624339098537	8.034329756180735e-5
EPO	0.8877177015230431	1.719798072864711e-4
OTX1B	-1.6435040948231985	1.610079907758629e-10
UBP47	-0.9393674250228844	4.041707566341203e-45
VWA3B	-1.1375880361127342	1.8525416092176597e-4
THS7A	2.61995841567355	6.099027432432195e-8
SGCG	2.0240210338950795	1.8160189942828712e-10
GMDS	-1.042851114376236	1.5500625614897887e-31
GLDN	1.5809689273820624	5.002181852409222e-15
FGF9	1.6054222120316648	4.327212085534234e-7
FGF20	3.5655319812198125	2.6947459579468486e-7
CADH7	1.5229774161988274	8.447766136287733e-4
PMP22	1.1327168627503543	8.629488432860836e-9
SRCA	3.9192486207563513	9.802736853251114e-11
CHSTB	1.8008596341117662	2.3901653191268015e-19
CHSS1	-1.038294516876731	1.2070386901366006e-4
TIE2	1.9999476192378245	1.3704815575868352e-5
INAM2	1.012267752254418	6.805771245443652e-9
CD276	-1.0781021164393882	8.67729040978604e-13
SIM14	-1.1421844936878407	2.4232350508933958e-14
VEGFC	1.266948980971342	2.0034544400645178e-13
MSLNL	-0.9475201594859602	4.1417114837869755e-44
CD151	1.3130332746118765	8.972504283114443e-11
SUCB1	1.034652722072361	6.75764455778586e-15
CS067	-1.3003653575833851	1.3675599556044052e-4
DOCK8	-1.414316396802005	3.880218184169907e-7
COAA1	1.0881731527803309	6.091942661638343e-37
COEA1	0.8779717743021095	1.5362557335889976e-15
PPIC	1.1575406491175801	1.5683816813724575e-21
MMP11	0.9560378935687877	1.2318866359622205e-16
FRAS1	1.42389790555459	1.3803119543873981e-34
AGRL2	1.1213572673665302	1.243405463603485e-39
FHL2	1.393835058737159	1.6686381055796757e-6
OLFM	0.9869794836264556	7.04921175492995e-6
GLSK	-0.9755106675674954	1.2423154520266954e-15
AVID	-1.1830427032552744	2.044811104293222e-12
LARG1	1.1322344304839793	4.206632372937185e-6
PIR	-0.8465922997766173	2.2807877139975033e-6
MB211	0.7867862703010965	1.5612467244334992e-10
MSI1H	0.7588868092222111	5.7445868022126745e-8
GLYC	1.495925373425303	6.941324712959475e-5
AAKB2	1.5945206242026229	8.145223737543372e-4
