log2FoldChange,padj,RNEA_geneName,sig,centralNode,DE,TF,filteredNetwork
1.2920456312393378,2.905933562120262e-20,INHBB,TRUE,FALSE,upregulated,FALSE,FALSE
-0.8818323747135236,8.811065063888643e-49,IRF1,TRUE,FALSE,downregulated,FALSE,TRUE
1.9997094492926417,3.2888177936902497e-9,ISL1,TRUE,FALSE,upregulated,FALSE,TRUE
-0.04379228319030071,0.9831953410537934,JUN,FALSE,FALSE,RNEA_addition,TRUE,TRUE
1.2911021029307008,8.914560640038033e-8,KANK1,TRUE,FALSE,upregulated,FALSE,FALSE
1.1684182910289242,2.51095872505138e-4,KCNN3,TRUE,FALSE,upregulated,FALSE,TRUE
-1.4571985311694062,5.1251190815592425e-18,KLF3,TRUE,FALSE,downregulated,FALSE,FALSE
-0.8706768831284688,1.802515358679632e-48,KLF4,TRUE,FALSE,downregulated,FALSE,TRUE
-0.7871257439255842,6.669691111847804e-4,KLF7,TRUE,FALSE,downregulated,FALSE,FALSE
1.2574916726937158,5.582028228283019e-8,LAMA1,TRUE,FALSE,upregulated,FALSE,FALSE
1.678140503660667,1.9746888343499135e-4,LAMB1,TRUE,FALSE,upregulated,FALSE,FALSE
2.465791695323286,1.4673952552562234e-6,LBX1,TRUE,FALSE,upregulated,FALSE,FALSE
0.9258281328465642,3.8189945631908064e-28,LDHA,TRUE,FALSE,upregulated,FALSE,TRUE
1.7175438723710807,2.182773815337767e-49,LEF1,TRUE,TRUE,upregulated,FALSE,TRUE
1.3827875710315147,1.0268936834972834e-4,LIMA1,TRUE,FALSE,upregulated,FALSE,TRUE
0.8464443506337819,1.7654706947434407e-8,LIPE,TRUE,FALSE,upregulated,FALSE,FALSE
-1.3638741964404508,2.885577953047804e-5,LITAF,TRUE,FALSE,downregulated,FALSE,FALSE
1.9225533477284822,4.78866678297059e-25,LMO3,TRUE,FALSE,upregulated,FALSE,FALSE
1.1287766561321895,2.4276960101078655e-32,LOXL4,TRUE,FALSE,upregulated,FALSE,FALSE
0.9171299591003685,1.9689061322227105e-4,LRRN3,TRUE,FALSE,upregulated,FALSE,FALSE
1.3651556495418258,1.2851190362701522e-4,LYL1,TRUE,FALSE,upregulated,FALSE,FALSE
2.333792223949808,8.646543307885189e-6,MAF,TRUE,FALSE,upregulated,FALSE,TRUE
2.8295396324692144,1.3173027241438995e-19,MAG,TRUE,FALSE,upregulated,FALSE,FALSE
2.885061724163296,3.058681982402309e-35,MBP,TRUE,FALSE,upregulated,FALSE,TRUE
0.10352423058318326,0.04470436807924061,MEF2C,FALSE,FALSE,RNEA_addition,FALSE,TRUE
1.4839077970145615,2.8161059509101816e-9,MGP,TRUE,FALSE,upregulated,FALSE,FALSE
0.9560378935687877,1.2318866359622205e-16,MMP11,TRUE,FALSE,upregulated,FALSE,TRUE
-0.9993501775256788,1.4111517356776745e-111,MMP20,TRUE,FALSE,downregulated,FALSE,FALSE
1.1664796053504054,8.123889352902689e-15,MMRN1,TRUE,FALSE,upregulated,FALSE,FALSE
-1.2868475452639412,1.8607675384924157e-9,MSLN,TRUE,FALSE,downregulated,FALSE,TRUE
-1.0770841034868686,1.972865914546076e-32,MUC1,TRUE,FALSE,downregulated,FALSE,TRUE
-1.120499060041728,1.2375669831232233e-15,MUC17,TRUE,FALSE,downregulated,FALSE,FALSE
-1.1883924926601337,5.981738251905186e-27,MUC2,TRUE,FALSE,downregulated,FALSE,FALSE
-1.2645194669811128,8.736970509397782e-43,MUC4,TRUE,FALSE,downregulated,FALSE,TRUE
-1.3043285070434283,9.660390329390795e-36,MUC5B,TRUE,FALSE,downregulated,FALSE,TRUE
0.16694443365921724,5.65064484973241e-6,MYB,FALSE,FALSE,RNEA_addition,FALSE,FALSE
1.7346580605372022,5.569007605014307e-34,MYCN,TRUE,FALSE,upregulated,TRUE,TRUE
2.2738828484870774,2.4665988981649913e-15,NCAM1,TRUE,FALSE,upregulated,FALSE,TRUE
-0.8166440960193784,5.952537003872196e-10,NCF1,TRUE,FALSE,downregulated,FALSE,FALSE
1.6936102661670103,3.8253393939491624e-5,NELL1,TRUE,FALSE,upregulated,FALSE,FALSE
1.344180567968881,1.2619792088002572e-18,NFIL3,TRUE,FALSE,upregulated,TRUE,FALSE
0.005063305936798914,0.9781465447647985,NFKB1,FALSE,FALSE,RNEA_addition,TRUE,TRUE
0.029149333785313623,0.8660671780143958,NFYA,FALSE,FALSE,RNEA_addition,TRUE,FALSE
-0.0043268128576906826,3.082436917538072e-5,NFYB,FALSE,FALSE,RNEA_addition,FALSE,FALSE
0.07134299835195411,0.28258918748648265,NFYC,FALSE,FALSE,RNEA_addition,FALSE,FALSE
1.2365323857209025,1.8762682408029858e-9,NKD1,TRUE,FALSE,upregulated,FALSE,FALSE
-1.3142051922694422,2.5617372404887678e-27,NOS1,TRUE,FALSE,downregulated,FALSE,TRUE
1.1305288839505423,8.326374876733453e-17,NOTUM,TRUE,FALSE,upregulated,FALSE,FALSE
-1.039236354293261,1.7209480483707758e-49,NPDC1,TRUE,FALSE,downregulated,FALSE,FALSE
0.8298835865710401,8.250434962137588e-12,NPNT,TRUE,FALSE,upregulated,FALSE,FALSE
3.8277796900542578,2.4162098744671675e-07,NR0B1,TRUE,FALSE,upregulated,FALSE,TRUE
0.9973285393325484,4.13317960762688e-4,NRCAM,TRUE,FALSE,upregulated,FALSE,TRUE
-0.8873428353113324,6.236394391581051e-34,OCLN,TRUE,FALSE,downregulated,FALSE,FALSE
-1.0568170965224968,4.2176732990537755e-31,OLFM4,TRUE,FALSE,downregulated,FALSE,FALSE
