geneName,log2FoldChange,padj,RNEA_geneName,sig,centralNode,DE,TF,filteredNetwork,geneNameShort,filteredNetwork_nosep
PTH1R,1.499678218693464,9.575692641284672e-19,PTH1R,TRUE,FALSE,upregulated,FALSE,FALSE,PTH1R,FALSE
PTX3,1.0737951223659334,2.598166455058054e-5,PTX3,TRUE,FALSE,upregulated,FALSE,TRUE,PTX3,TRUE
RAC1,-0.9661220950320872,8.409544817225624e-16,RAC1,TRUE,FALSE,downregulated,FALSE,FALSE,RAC1,FALSE
RARA,0.021707634919450443,0.8832410398297867,RARA,FALSE,FALSE,RNEA_addition,TRUE,TRUE,RARA,FALSE
RBM24,2.536915312069618,3.4784878249608474e-4,RBM24,TRUE,FALSE,upregulated,FALSE,FALSE,RBM24,FALSE
RSPO2,3.287749122734383,1.558289283225596e-22,RSPO2,TRUE,FALSE,upregulated,FALSE,TRUE,RSPO2,TRUE
RUNX1,-0.042721697292661565,4.6743724324005184e-39,RUNX1,FALSE,FALSE,RNEA_addition,FALSE,TRUE,RUNX1,TRUE
RUNX2,0.0990040194581198,2.885708145480552e-10,RUNX2,FALSE,FALSE,RNEA_addition,TRUE,TRUE,RUNX2,TRUE
SATB1,1.1382234223317,1.2079033886116818e-6,SATB1,TRUE,FALSE,upregulated,FALSE,TRUE,SATB1,FALSE
SGK1,1.5228572791145039,8.478734867925572e-104,SGK1,TRUE,FALSE,upregulated,FALSE,TRUE,SGK1,TRUE
SHH,3.0630229474300976,3.7656459668203134e-45,SHH,TRUE,TRUE,upregulated,FALSE,TRUE,SHH,TRUE
SMAD1.1,2.94834635183695,5.14297543534306e-15,SMAD1,TRUE,FALSE,upregulated,FALSE,TRUE,SMAD1,TRUE
SMAD3,-0.4026781151146859,1.0373056573542675e-5,SMAD3,FALSE,FALSE,RNEA_addition,FALSE,TRUE,SMAD3,TRUE
SMAD4,0.2773747264937148,0.6922824580820116,SMAD4,FALSE,FALSE,RNEA_addition,FALSE,TRUE,SMAD4,FALSE
SMAD5,-0.08122126259191123,0.9850880089439946,SMAD5,FALSE,FALSE,RNEA_addition,FALSE,TRUE,SMAD5,TRUE
SMAD6,1.065147096687855,5.244471613891406e-5,SMAD6,TRUE,FALSE,upregulated,FALSE,TRUE,SMAD6,FALSE
SMAD7,0.4310267263007563,5.102018503429454e-43,SMAD7,FALSE,FALSE,RNEA_addition,FALSE,TRUE,SMAD7,TRUE
SOX10,0.8326450223787475,2.062413520855958e-6,SOX10,TRUE,FALSE,upregulated,FALSE,TRUE,SOX10,TRUE
SOX14,-0.7805569946485275,1.8459001281434852e-43,SOX14,TRUE,FALSE,downregulated,FALSE,FALSE,SOX14,FALSE
SOX2,0.6854624563084343,3.885105875386645e-70,SOX2,FALSE,TRUE,RNEA_addition,FALSE,TRUE,SOX2,TRUE
SOX4,1.1050848437299028,1.9523624601229477e-28,SOX4,TRUE,FALSE,upregulated,FALSE,FALSE,SOX4,FALSE
SOX7,-0.7528532068732252,1.1643373699534164e-17,SOX7,TRUE,FALSE,downregulated,FALSE,TRUE,SOX7,FALSE
SOX9,0.8401433258467436,2.3930495650601657e-22,SOX9,TRUE,FALSE,upregulated,FALSE,TRUE,SOX9,TRUE
SP1,-0.5334616859601591,0.10753689396950605,SP1,FALSE,FALSE,RNEA_addition,FALSE,TRUE,SP1,TRUE
SP5,1.8988134731912232,2.420200272698224e-4,SP5,TRUE,FALSE,upregulated,FALSE,FALSE,SP5,FALSE
SP7,2.028695668240504,8.002863298427146e-44,SP7,TRUE,FALSE,upregulated,FALSE,FALSE,SP7,FALSE
SPI1,0.18989081683162676,0.09569326733446955,SPI1,FALSE,FALSE,RNEA_addition,TRUE,FALSE,SPI1,FALSE
SRF,-0.3377493053659711,0.33142715636478387,SRF,FALSE,FALSE,RNEA_addition,FALSE,FALSE,SRF,FALSE
STAT1,-0.9104226042276324,1.3811981890875744e-8,STAT1,TRUE,FALSE,downregulated,FALSE,TRUE,STAT1,FALSE
STAT2,-1.2020132143926612,3.6862078204838765e-48,STAT2,TRUE,FALSE,downregulated,FALSE,TRUE,STAT2,FALSE
STAT3,-0.193641771233103,0.17148521848957338,STAT3,FALSE,FALSE,RNEA_addition,FALSE,TRUE,STAT3,TRUE
STMN1,0.9727590999668366,1.3460738108239663e-15,STMN1,TRUE,FALSE,upregulated,FALSE,TRUE,STMN1,FALSE
STRA6,0.8613072067133979,1.8576890997574669e-13,STRA6,TRUE,FALSE,upregulated,FALSE,FALSE,STRA6,FALSE
SYT1,1.0337738747785514,9.117630410345196e-4,SYT1,TRUE,FALSE,upregulated,FALSE,FALSE,SYT1,FALSE
SYT1.2,-1.8158912801549991,3.619200649515425e-17,SYT1,TRUE,FALSE,downregulated,FALSE,FALSE,SYT1,FALSE
SYTL1,-0.7745368281302413,2.5759025916104304e-7,SYTL1,TRUE,FALSE,downregulated,FALSE,FALSE,SYTL1,FALSE
SYTL2.2,-1.1212144881939818,5.891060297538627e-53,SYTL2,TRUE,FALSE,downregulated,FALSE,FALSE,SYTL2,FALSE
TBX18,1.9916131089884206,2.526816068552997e-7,TBX18,TRUE,FALSE,upregulated,TRUE,FALSE,TBX18,FALSE
TBX3,1.210611100307229,6.434121643259006e-64,TBX3,TRUE,FALSE,upregulated,TRUE,FALSE,TBX3,FALSE
TEAD1,0.019896446114934685,0.5236343596976376,TEAD1,FALSE,FALSE,RNEA_addition,TRUE,TRUE,TEAD1,FALSE
TFPI2,1.6314397063969628,2.0358210424912345e-9,TFPI2,TRUE,FALSE,upregulated,FALSE,TRUE,TFPI2,FALSE
TPM1.1,3.202451620788685,1.188588069306914e-15,TPM1,TRUE,FALSE,upregulated,FALSE,FALSE,TPM1,FALSE
TRPV3,-1.37157421174133,2.5835098698128073e-9,TRPV3,TRUE,FALSE,downregulated,FALSE,FALSE,TRPV3,FALSE
TRPV3.1,-0.9982401139091626,6.934820920733765e-21,TRPV3,TRUE,FALSE,downregulated,FALSE,FALSE,TRPV3,FALSE
TTPA,-0.9440446232423746,5.0694851509013485e-42,TTPA,TRUE,FALSE,downregulated,FALSE,FALSE,TTPA,FALSE
UCP2,-0.910358323734993,6.46520876889308e-13,UCP2,TRUE,FALSE,downregulated,FALSE,FALSE,UCP2,FALSE
UHRF1,0.3763412614202053,0.009250245261452877,UHRF1,FALSE,FALSE,RNEA_addition,FALSE,TRUE,UHRF1,FALSE
VCAM1,0.9866038870351861,5.056536332913443e-4,VCAM1,TRUE,FALSE,upregulated,FALSE,FALSE,VCAM1,FALSE
VDR,0.3431422324812164,0.16351656557945632,VDR,FALSE,FALSE,RNEA_addition,TRUE,TRUE,VDR,FALSE
VEGFA.1,1.5299544397033034,7.485438048190713e-9,VEGFA,TRUE,FALSE,upregulated,FALSE,TRUE,VEGFA,TRUE
VEGFC,1.266948980971342,2.0034544400645178e-13,VEGFC,TRUE,FALSE,upregulated,FALSE,TRUE,VEGFC,TRUE
WNT11,1.8527140227802976,2.8240462959390186e-26,WNT11,TRUE,FALSE,upregulated,FALSE,FALSE,WNT11,FALSE
XBP1,-0.3027035413581882,0.0026133818255594157,XBP1,FALSE,FALSE,RNEA_addition,TRUE,FALSE,XBP1,FALSE
