GOBPID,Pvalue,OddsRatio,ExpCount,Count,Size,Term,FDR
GO:0042396,0.00283669676606869,38.4554707379135,0.0858257477243173,2,5,phosphagen biosynthetic process,0.00524855426242755
GO:0046314,0.00283669676606869,38.4554707379135,0.0858257477243173,2,5,phosphocreatine biosynthetic process,0.00524855426242755
GO:0072012,0.00284515222058198,12.3990147783251,0.291807542262679,3,17,glomerulus vasculature development,0.00524855426242755
GO:0034377,0.00284515222058198,12.3990147783251,0.291807542262679,3,17,plasma lipoprotein particle assembly,0.00524855426242755
GO:1905952,0.00284709311405268,4.60220318237454,1.4075422626788,6,82,regulation of lipid localization,0.00524855426242755
GO:0032502,0.00290624849198036,1.42954810313479,91.0954486345904,113,5307,developmental process,0.00531141965775721
GO:0002526,0.00302575194719054,4.54213228631833,1.42470741222367,6,83,acute inflammatory response,0.00548255908379824
GO:0045859,0.00311486421949586,2.23288309268747,8.05045513654096,17,469,regulation of protein kinase activity,0.00559238640164506
GO:0001775,0.00315290660637802,1.87003441637986,15.3628088426528,27,895,cell activation,0.00559238640164506
GO:0032535,0.00319188091792006,2.54059259650141,5.40702210663199,13,315,regulation of cellular component size,0.00559238640164506
GO:0033674,0.00319188091792006,2.54059259650141,5.40702210663199,13,315,positive regulation of kinase activity,0.00559238640164506
GO:0007173,0.00334204175844784,3.85691212098965,1.93966189856957,7,113,epidermal growth factor receptor signaling pathway,0.00567221485182243
GO:0061440,0.00337122203457371,11.5716475095785,0.308972691807542,3,18,kidney vasculature development,0.00567221485182243
GO:0061437,0.00337122203457371,11.5716475095785,0.308972691807542,3,18,renal system vasculature development,0.00567221485182243
GO:0010743,0.00337122203457371,11.5716475095785,0.308972691807542,3,18,regulation of macrophage derived foam cell differentiation,0.00567221485182243
GO:0070168,0.00337122203457371,11.5716475095785,0.308972691807542,3,18,negative regulation of biomineral tissue development,0.00567221485182243
GO:0019220,0.00345490177707066,1.8156588667227,17.0106631989597,29,991,regulation of phosphate metabolic process,0.00575962495813638
GO:0010256,0.00349962042629546,2.33608116677235,6.78023407022107,15,395,endomembrane system organization,0.00575962495813638
GO:0051174,0.00350467745094148,1.81364530169462,17.0278283485046,29,992,regulation of phosphorus metabolic process,0.00575962495813638
GO:0001836,0.00359067217690178,7.03170163170163,0.635110533159948,4,37,release of cytochrome c from mitochondria,0.00581085879010058
GO:0031638,0.00359067217690178,7.03170163170163,0.635110533159948,4,37,zymogen activation,0.00581085879010058
GO:0090066,0.00366747435590159,2.32353497760676,6.81456436931079,15,397,regulation of anatomical structure size,0.00589018608675104
GO:0072676,0.00390095023447629,5.19167126309983,1.04707412223667,5,61,lymphocyte migration,0.00606711857728206
GO:0015908,0.00390095023447629,5.19167126309983,1.04707412223667,5,61,fatty acid transport,0.00606711857728206
GO:0006869,0.00390993558317061,2.7179393496529,4.274122236671,11,249,lipid transport,0.00606711857728206
GO:0065005,0.00395299542304691,10.8477011494253,0.326137841352406,3,19,protein-lipid complex assembly,0.00606711857728206
GO:0006809,0.00395979685612813,6.82443438914027,0.652275682704811,4,38,nitric oxide biosynthetic process,0.00606711857728206
GO:0046209,0.00395979685612813,6.82443438914027,0.652275682704811,4,38,nitric oxide metabolic process,0.00606711857728206
GO:0065007,0.00407652906971684,1.42478730622684,157.83355006502,179,9195,biological regulation,0.00606711857728206
GO:0051347,0.00412289498666544,2.3694899713467,6.23094928478544,14,363,positive regulation of transferase activity,0.00606711857728206
GO:0046504,0.00420691712670029,28.8396946564886,0.102990897269181,2,6,glycerol ether biosynthetic process,0.00606711857728206
GO:0061307,0.00420691712670029,28.8396946564886,0.102990897269181,2,6,cardiac neural crest cell differentiation involved in heart development,0.00606711857728206
GO:0061308,0.00420691712670029,28.8396946564886,0.102990897269181,2,6,cardiac neural crest cell development involved in heart development,0.00606711857728206
GO:1903224,0.00420691712670029,28.8396946564886,0.102990897269181,2,6,regulation of endodermal cell differentiation,0.00606711857728206
GO:0008611,0.00420691712670029,28.8396946564886,0.102990897269181,2,6,ether lipid biosynthetic process,0.00606711857728206
GO:0044036,0.00420691712670029,28.8396946564886,0.102990897269181,2,6,cell wall macromolecule metabolic process,0.00606711857728206
GO:1901503,0.00420691712670029,28.8396946564886,0.102990897269181,2,6,ether biosynthetic process,0.00606711857728206
GO:2001057,0.00435376906995663,6.62901098901099,0.669440832249675,4,39,reactive nitrogen species metabolic process,0.00623648001912706
GO:0032970,0.00448562791736035,2.43360526149371,5.63016905071521,13,328,regulation of actin filament-based process,0.00638223569449929
GO:0050772,0.00452026921725468,4.16168327796235,1.54486345903771,6,90,positive regulation of axonogenesis,0.00638864716038662
GO:0009719,0.00456114324739612,1.68804258946746,22.1430429128739,35,1290,response to endogenous stimulus,0.00640372429435746
GO:0015718,0.00477142011341148,4.1124487004104,1.56202860858257,6,91,monocarboxylic acid transport,0.00661403810362527
GO:1900026,0.00477333882006918,6.44444444444444,0.686605981794538,4,40,positive regulation of substrate adhesion-dependent cell spreading,0.00661403810362527
GO:0043406,0.00512487746819076,4.84427284427284,1.11573472041612,5,65,positive regulation of MAP kinase activity,0.00705502612504183
GO:0035556,0.00516136301623695,1.52065140429549,39.222366710013,55,2285,intracellular signal transduction,0.0070594126415628
GO:0007166,0.0052195109619013,1.52972977779359,37.5058517555267,53,2185,cell surface receptor signaling pathway,0.00709318156360945
