gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
AL1A3	32.1264559816821	-1.28642634424333	0.389722493342342	46.9599157958538	1.55451356507632e-09	1.14328832837545e-08
MSLN	42.4096287941175	-1.28684754526394	0.569200969966051	50.9048767671105	2.3367495648366e-10	1.86076753849242e-09
FUT2.1	249.465316576784	-1.28689162970989	0.164379107332406	196.408572304168	2.2230583461253e-41	1.15335281313382e-39
EDSP	216.320957961811	-1.28774864011728	0.269369996778317	41.9058096728657	1.74486183884757e-08	1.15957926372393e-07
PGDH.2	13.0570598994587	-1.29128325067794	0.520329490371759	57.9527151032542	7.80740430777924e-12	7.00423932769996e-11
DEGS2	125.684584533407	-1.29310033369811	0.188386618859604	266.035330785255	2.28204378321309e-56	2.75013229150207e-54
DNER	8.52283156821391	-1.2945163896089	0.87560944769203	30.6219712939472	3.65597844527591e-06	1.87453099179055e-05
NUAK2	75.6772876781697	-1.29570880682562	0.252130216945738	59.2515002203762	4.16664921694953e-12	3.79812782998288e-11
GP160	52.9516608225822	-1.2971975264533	0.229417523836165	55.5394418819616	2.50437339071108e-11	2.17533681866249e-10
CS067	16.6162012163914	-1.30036535758339	0.519849799699118	26.121639204918	2.99067178791764e-05	0.000136755995560441
MAL.1	330.325066821708	-1.3022759276697	0.14154531105224	368.099223339511	2.165496237279e-78	6.25338111538774e-76
AGRG2	35.4317131262584	-1.30346843427702	0.294089926863731	141.737714915821	1.19835918216835e-29	3.31661614522361e-28
BEST2.1	5.35092251503035	-1.30380105306701	0.837128313438149	23.1631668268559	0.000117467447824496	0.000486955387040603
MUC5B	3579.22260732697	-1.30432850704343	0.38200013615493	177.64784254618	2.38590496211024e-37	9.6603903293908e-36
GRB7	33.5142869209239	-1.30482480500569	0.375422575731525	28.2599094656942	1.10478115771425e-05	5.35084671481536e-05
FRK	25.2126304777467	-1.30622529946893	0.328394752938797	54.7125623653828	3.73222064745169e-11	3.18403773741628e-10
P2RY4	5.05931066666112	-1.31039707799794	1.22400298139067	49.0363251615462	5.73781689362549e-10	4.42404471319588e-09
SL9A2	24.1534945788881	-1.31267105634773	0.335267844109684	69.1736835573858	3.39168035932541e-14	3.63767819898216e-13
NOS1	108.897455936854	-1.31420519226944	0.27578504390636	137.497284401187	9.69125032501141e-29	2.56173724048877e-27
SLAF7	12.5358900576223	-1.31446029157297	0.802434931164297	68.9124299287968	3.85077678957587e-14	4.10991204773074e-13
AT2C2	28.5222113026335	-1.31594212204771	0.301423865220452	59.9359185871621	2.99221800818142e-12	2.76045187554049e-11
RFT2.1	36.0535919560872	-1.3211195851392	0.279750750678577	82.6932250099012	4.67964618590968e-17	6.29920711304729e-16
LORF2.221	45.1934650440226	-1.32383787837254	0.319860985100957	22.7023345744432	0.000145197349273819	0.000595616572135032
LORF2.310	42.8443504023653	-1.32931394501871	0.32359856121691	25.3277603832221	4.32235823994303e-05	0.000192475102887193
CCD68	102.425941824568	-1.33298900894978	0.217319589215398	81.2216681395722	9.59721621523634e-17	1.25115327235257e-15
ARAP2	28.8525016591032	-1.33655310129813	0.310933377324849	49.6085703437356	4.35840571215916e-10	3.39467681550107e-09
TS1R1.1	19.9704619896555	-1.33724157850469	0.641838102238565	232.275875967586	4.27200712893631e-49	3.42319733551677e-47
SYTL5	81.9703857162024	-1.34665734169302	0.189225965014579	90.615354350044	9.74493197981887e-19	1.47232165795783e-17
STAP1	39.8216177253475	-1.34732776919362	0.300462219698824	66.9959307177748	9.7681421587855e-14	1.00000946983419e-12
FAM3C	264.607778886782	-1.35312350140699	0.171585139738488	212.992385127953	6.03509773844335e-45	3.6799669676046e-43
GGH.1	27.9387782958697	-1.35428859765575	0.357112392461294	81.5363136773983	8.23113564229298e-17	1.07857475175765e-15
TT39A	139.758855385955	-1.35837457173572	0.142711548935405	182.943377178122	1.73923867274208e-38	7.47726064222403e-37
CMTR2	349.130970127479	-1.36195080021135	0.212584698117098	108.736257946442	1.3535722537817e-22	2.54189243486244e-21
LITAF.1	5.57349581590084	-1.36387419644045	1.2860924893248	29.6581409608588	5.74476055075901e-06	2.8855779530478e-05
RPGP2	10.4417833522859	-1.36402787651579	0.566177866858831	44.2850702304726	5.59796418368168e-09	3.91218455850448e-08
HARB1.14	2106.32242759464	-1.36660115067569	0.363430328872556	205.224715780517	2.8276831907352e-43	1.56237152470044e-41
AGRF5.6	48.6639791456001	-1.36759689140458	0.288383338222346	108.352373199186	1.63430380168055e-22	3.05409275759717e-21
CK053	7.41735789920908	-1.36932610654391	0.875392012349097	60.5352077953486	2.23893377793703e-12	2.08436018682033e-11
TRPV3	6.88121144995657	-1.37157421174133	0.886702981670922	50.1978576302597	3.28319287604437e-10	2.58350986981281e-09
LORF2.78	39.623605757787	-1.37437922031959	0.382703912849635	42.7467731851519	1.16785216501107e-08	7.85669335626132e-08
NEUL1	34.573519808658	-1.37460872139405	0.316589655121952	96.554830863904	5.32148446490378e-20	8.63683136111901e-19
B3GN3	383.925986530391	-1.37756309556912	0.214817888674103	142.147885516805	9.78942387214436e-30	2.71425964426032e-28
HIP1R	245.549807070804	-1.37841111559749	0.165687204623044	168.112865606314	2.65743242575739e-35	9.70692202296346e-34
ADAM9.2	84.6793070339988	-1.38092346630308	0.240075860582277	237.32565344657	3.49420519238856e-50	3.07349485456936e-48
A33.39	51.136146376679	-1.38219075972572	0.26055336112243	71.2466376992196	1.23807483021387e-14	1.38110315425825e-13
ANO10.1	49.5583035241444	-1.38755426775496	0.299892089680752	156.852256529197	6.91717320419523e-33	2.26696650728497e-31
PIRT	12.7909517413872	-1.39062139820479	0.499018406755672	37.7466685386788	1.26382170335061e-07	7.63933300544276e-07
TCO1.1	77.536084422382	-1.39427231706734	0.340835882288829	117.130406837884	2.19001935400719e-24	4.58525939987415e-23
ERBB4.1	15.3482461985767	-1.39596688732267	0.491050968269241	55.9081619186186	2.09607431925228e-11	1.83002951832038e-10
TRI39.1	45.0880517927391	-1.39817081568131	0.432993158696093	78.34763764381	3.89914842358946e-16	4.87951485061624e-15
PEG3	625.025699597189	-1.39997567986085	0.224338052826998	176.326494039343	4.58536792043885e-37	1.83235133217537e-35
LORF2.195	100.06139383464	-1.40096283066938	0.290377866432605	66.9607392353186	9.93647022809347e-14	1.01656201096905e-12
G6PT2	19.937144095527	-1.40101887344113	0.422003316490177	31.9795979198232	1.93155369199266e-06	1.02327550210965e-05
A33.1	14.4446580456319	-1.40396575863345	0.469912097032292	52.8240630814738	9.27559267330126e-11	7.59972943602118e-10
RASL2	13.2921048872455	-1.40432672234395	0.530919930885093	32.8599190886284	1.27601450465398e-06	6.92478444185562e-06
IFT1B	20.7667647191345	-1.40683003699552	0.506912189898016	26.9832018188889	2.00349627029793e-05	9.39158052585292e-05
LITD1.10	18.0708765148755	-1.40812242466951	0.470576232170108	122.261991395546	1.75571576497672e-25	3.87193512722893e-24
MUC16.4	23.1683369366983	-1.41088377648315	0.400791960919406	65.4434507038919	2.07512865842818e-13	2.06904521936438e-12
DOCK8	14.6430674435578	-1.414316396802	0.454628603971818	39.2463252822911	6.19617983803414e-08	3.88021818416991e-07
CO6A3.6	7.66622066455626	-1.42266250353978	0.763070081484588	29.5729295066442	5.97867347450285e-06	2.99716991573096e-05
STX19	7.4301983198447	-1.42318140187658	0.701751016497502	37.1303487312963	1.69328842695163e-07	1.00878860936141e-06
PLEC.1	24.1410236204603	-1.42529346712703	0.491202910965358	22.2064902990139	0.000182315557706827	0.000734686574697996
FA83E	35.5162809574648	-1.42733410005561	0.340720437015325	105.351403807659	7.1287119265395e-22	1.27907310710067e-20
MUC15	212.245999595083	-1.43005608256644	0.149250232618066	315.733228925602	4.36951367266366e-67	8.46524136204017e-65
NIPA2.1	36.7138857894014	-1.43064449422115	0.280858925358359	70.1825749715967	2.07706389687891e-14	2.26582059456391e-13
